Date,Price,Open,High,Low,Volume,Change(%)
30 Sep 2021,2287.13,2292.35,2301.06,2269.97,6272085,-0.34%
29 Sep 2021,2294.93,2333.2,2333.2,2287.85,4485721,-0.79%
28 Sep 2021,2313.27,2300.52,2328.57,2281.27,8323269,0.93%
27 Sep 2021,2291.85,2257.85,2296.8,2247.23,7095022,1.68%
24 Sep 2021,2253.94,2272.87,2274.6,2244.23,7011181,-0.29%
23 Sep 2021,2260.48,2221.9,2266.93,2220.17,7267883,2.44%
22 Sep 2021,2206.55,2186.13,2216.99,2177.28,5074612,1.07%
21 Sep 2021,2183.13,2183.4,2193.93,2164.34,4576111,0.43%
20 Sep 2021,2173.73,2153.53,2195.52,2151.63,5436385,0.16%
17 Sep 2021,2170.28,2220.63,2229.57,2156.71,16098099,-1.55%
16 Sep 2021,2204.47,2162.11,2212.23,2148.9,6206657,2.10%
15 Sep 2021,2159.16,2150.27,2175.01,2150.27,4186300,0.42%
14 Sep 2021,2150.22,2156.17,2173.42,2148,4111205,-0.13%
13 Sep 2021,2153.04,2208.82,2208.82,2149.86,7527598,-2.23%
09 Sep 2021,2202.11,2204.19,2213.23,2193.48,4136538,-0.24%
08 Sep 2021,2207.33,2226.07,2227.89,2184.9,6600210,-0.39%
07 Sep 2021,2216,2206.1,2231.52,2189.76,8006968,0.63%
06 Sep 2021,2202.11,2190.67,2251.49,2189.76,15525644,1.55%
03 Sep 2021,2168.42,2097.16,2174.32,2090.35,14151629,4.10%
02 Sep 2021,2082.99,2047.22,2095.16,2047.22,4595048,1.20%
01 Sep 2021,2058.21,2063.57,2081.63,2054.49,5143640,0.40%
31 Aug 2021,2050.08,2067.11,2073.33,2035.65,12223037,-0.53%
30 Aug 2021,2061.07,2042.69,2066.15,2030.7,6473487,1.92%
27 Aug 2021,2022.17,2030.88,2036.1,2011.86,4836812,-0.14%
26 Aug 2021,2024.94,2004.55,2038.05,2001.83,8579105,1.26%
25 Aug 2021,1999.65,1984.04,2015.45,1979.23,6175126,0.87%
24 Aug 2021,1982.49,1965.56,1990.03,1956.98,5475452,0.99%
23 Aug 2021,1963.11,1973.69,1973.69,1935.83,4547802,0.66%
20 Aug 2021,1950.31,1945.54,1971.87,1940.1,4350228,-1.12%
18 Aug 2021,1972.46,1973.69,1985.31,1954.26,4650008,0.39%
17 Aug 2021,1964.84,1969.01,1983.86,1949.95,5841743,-0.43%
16 Aug 2021,1973.23,1951.31,2000.02,1932.06,10123204,1.30%
13 Aug 2021,1947.95,1922.21,1951.81,1914.63,5898384,1.67%
12 Aug 2021,1916.04,1929.11,1930.29,1911.05,3755507,-0.32%
11 Aug 2021,1922.21,1903.74,1924.66,1891.44,4238859,1.40%
10 Aug 2021,1895.66,1890.16,1918.31,1882.67,5500708,0.52%
09 Aug 2021,1885.76,1889.26,1897.25,1876.09,3458546,-0.57%
06 Aug 2021,1896.56,1933.7,1949.13,1887.21,7670583,-2.12%
05 Aug 2021,1937.6,1919.49,1956.26,1910.36,9807831,1.45%
04 Aug 2021,1909.91,1901.42,1919.22,1894.7,6077861,0.77%
03 Aug 2021,1895.38,1897.43,1898.34,1874,5453682,0.74%
02 Aug 2021,1881.54,1865.02,1887.8,1853.08,5041934,1.83%
30 Jul 2021,1847.77,1868.38,1877.41,1843.95,5238304,-0.87%
29 Jul 2021,1864.06,1864.74,1883.26,1855.12,6352886,0.78%
28 Jul 2021,1849.63,1868.38,1868.38,1830.47,5952355,-0.86%
27 Jul 2021,1865.65,1885.44,1891.71,1853.85,4995516,-1.05%
26 Jul 2021,1885.49,1913.77,1925.57,1880.27,5717830,-1.37%
23 Jul 2021,1911.68,1937.78,1937.78,1908.37,4585938,-0.71%
22 Jul 2021,1925.3,1923.76,1928.2,1904.83,3679260,1.28%
20 Jul 2021,1900.88,1906.05,1913.77,1891.98,3111185,-0.25%
19 Jul 2021,1905.55,1906.51,1928.29,1899.47,3855577,-0.64%
16 Jul 2021,1917.76,1895.38,1919.9,1895.25,4074206,1.44%
15 Jul 2021,1890.48,1901.97,1901.97,1886.99,4360415,-0.18%
14 Jul 2021,1893.8,1906.82,1912.72,1889.48,3937768,-0.65%
13 Jul 2021,1906.23,1906.51,1909.27,1895.66,3099956,0.75%
12 Jul 2021,1892.07,1888.12,1907.87,1883.36,3962111,0.62%
09 Jul 2021,1880.36,1895.61,1898.97,1875.73,4170886,-1.02%
08 Jul 2021,1899.79,1921.89,1921.89,1889.26,5162088,-0.83%
07 Jul 2021,1915.63,1931.7,1931.7,1904.69,4824931,-0.69%
06 Jul 2021,1929.02,1947.31,1950.9,1924.84,4647361,-1.18%
05 Jul 2021,1952.08,1939.6,1955.12,1935.1,5400604,0.99%
02 Jul 2021,1932.88,1903.78,1936.37,1900.11,6500973,1.48%
01 Jul 2021,1904.64,1922.85,1927.52,1901.97,5784627,-0.60%
30 Jun 2021,1916.17,1903.1,1927.07,1898.38,9120556,1.09%
29 Jun 2021,1895.43,1896.97,1914.68,1892.07,12526981,0.09%
28 Jun 2021,1893.8,1926.48,1930.56,1889.26,9357852,-0.88%
25 Jun 2021,1910.55,1955.08,1955.08,1889.35,25546334,-2.28%
24 Jun 2021,1955.08,2003.51,2010.55,1942.82,42209687,-2.35%
23 Jun 2021,2002.15,2042.69,2043.23,1998.84,7685796,-0.92%
22 Jun 2021,2020.67,2046.32,2052.67,2014.86,5940386,-0.51%
21 Jun 2021,2031.11,2000.47,2040.42,1997.43,5624044,0.52%
18 Jun 2021,2020.58,2020.44,2029.07,1983.08,13553801,0.45%
17 Jun 2021,2011.5,1997.29,2029.07,1979.04,7266765,0.18%
16 Jun 2021,2007.82,2038.05,2040.01,2002.6,4982975,-1.71%
15 Jun 2021,2042.69,2052.67,2065.29,2033.88,7002898,0.23%
14 Jun 2021,2038.05,2010.91,2050.17,1992.8,9383416,1.43%
11 Jun 2021,2009.23,1981.77,2022.71,1979.23,6351520,1.38%
10 Jun 2021,1981.86,1991.3,2024.53,1976.91,6532832,0.37%
09 Jun 2021,1974.6,2014.54,2016.36,1959.12,5265326,-1.79%
08 Jun 2021,2010.55,2021.44,2021.94,1995.61,4464889,-0.57%
07 Jun 2021,2022.17,1999.11,2035.42,1983.67,7539326,1.68%
04 Jun 2021,1988.67,2010.73,2012.23,1982.99,6677278,-0.87%
03 Jun 2021,2006.05,2016.36,2042.69,1993.75,11064116,0.38%
02 Jun 2021,1998.43,1958.25,2005.92,1958.25,11366816,1.49%
01 Jun 2021,1969.06,1966.42,1999.11,1948.72,12928379,0.40%
31 May 2021,1961.25,1908.32,1989.76,1892.93,27285782,3.13%
28 May 2021,1901.79,1806.64,1911.05,1806.64,26060864,6.01%
27 May 2021,1794.02,1788.76,1809.36,1781.45,12377100,0.31%
26 May 2021,1788.53,1793.02,1797.11,1784.22,3452113,0.35%
25 May 2021,1782.27,1812.45,1813,1779.41,6821015,-1.13%
24 May 2021,1802.69,1822.98,1824.62,1799.38,3946636,-0.84%
21 May 2021,1818.04,1808.46,1824.44,1803.01,4977555,0.86%
20 May 2021,1802.47,1813.81,1825.62,1798.47,5271497,-0.58%
19 May 2021,1813.04,1797.56,1830.65,1790.3,7530294,0.46%
18 May 2021,1804.78,1798.47,1818.08,1790.75,5567958,1.41%
17 May 2021,1779.72,1758.8,1782.54,1752.53,5479424,1.19%
14 May 2021,1758.8,1750.4,1763.06,1730.38,6134079,1.26%
12 May 2021,1736.87,1752.26,1754.8,1731.29,6081627,-1.03%
11 May 2021,1755.03,1738.55,1759.93,1734.01,6220217,0.36%
10 May 2021,1748.72,1760.34,1767.42,1743.95,6433879,-0.29%
07 May 2021,1753.76,1759.21,1775.46,1748.54,5671163,0.04%
06 May 2021,1753.08,1744.77,1756.71,1730.93,6749281,0.57%
05 May 2021,1743.18,1746.13,1759.89,1732.24,5719649,0.18%
04 May 2021,1740,1770.33,1786.49,1734.92,10083693,-2.17%
03 May 2021,1778.54,1784.85,1796.65,1764.06,10909942,-1.78%
30 Apr 2021,1810.73,1823.44,1848.4,1804.42,9150974,-1.46%
29 Apr 2021,1837.55,1836.51,1856.12,1822.35,8035915,1.34%
28 Apr 2021,1813.27,1813.77,1822.98,1797.7,7902002,0.43%
27 Apr 2021,1805.42,1761.25,1813.18,1759.66,9226547,2.62%
26 Apr 2021,1759.3,1743.09,1781.22,1735.37,9620785,1.76%
23 Apr 2021,1728.88,1730.38,1742.09,1720.71,5459016,-0.11%
22 Apr 2021,1730.74,1717.9,1738.05,1703.78,6687573,0.28%
20 Apr 2021,1725.98,1734.47,1742.18,1716.26,7939490,-0.03%
19 Apr 2021,1726.48,1728.57,1739.82,1715.86,8527967,-1.57%
16 Apr 2021,1754.08,1758.16,1770.24,1748.95,7225679,-0.63%
15 Apr 2021,1765.15,1748.81,1780.31,1736.74,9102492,0.65%
13 Apr 2021,1753.8,1746.72,1761.79,1741.14,8958261,1.08%
12 Apr 2021,1735.06,1778.5,1780.68,1725.16,9646031,-3.58%
09 Apr 2021,1799.42,1814.31,1821.48,1797.56,6478482,-1.16%
08 Apr 2021,1820.58,1825.71,1835.69,1809.36,7092878,0.12%
07 Apr 2021,1818.31,1815.72,1858.3,1809.64,11198918,0.93%
06 Apr 2021,1801.47,1819.35,1820.21,1787.58,6465241,-0.42%
05 Apr 2021,1809,1838.37,1838.42,1781.31,6864856,-1.45%
01 Apr 2021,1835.56,1832.06,1842.96,1818.58,5410307,0.94%
31 Mar 2021,1818.53,1832.06,1861.02,1814.81,7499740,-1.29%
30 Mar 2021,1842.32,1822.98,1860.11,1808.05,9433850,1.74%
26 Mar 2021,1810.86,1826.61,1828.16,1791.84,9313160,0.16%
25 Mar 2021,1807.96,1864.74,1864.74,1802.1,10153757,-2.73%
24 Mar 2021,1858.66,1888.12,1888.12,1852.4,7763726,-1.93%
23 Mar 2021,1895.16,1871.96,1915.31,1866.56,8039865,1.22%
22 Mar 2021,1872.37,1880.18,1882.9,1845.86,8571196,-0.94%
19 Mar 2021,1890.16,1807.55,1902.74,1800.1,19284892,3.63%
18 Mar 2021,1823.98,1881.9,1892.71,1816.63,9528809,-2.25%
17 Mar 2021,1865.97,1904.74,1909.23,1847.59,8865521,-2.15%
16 Mar 2021,1907.05,1919.22,1930.11,1902.42,6402757,-0.39%
15 Mar 2021,1914.59,1942.87,1950.9,1888.8,7706302,-1.34%
12 Mar 2021,1940.64,1992.75,2003.1,1928.2,7783173,-2.03%
10 Mar 2021,1980.91,2003.65,2011,1970.28,5316182,-0.42%
09 Mar 2021,1989.17,1997.29,2009.82,1948.81,6993792,0.00%
08 Mar 2021,1989.21,1968.69,2026.25,1968.24,9002404,0.57%
05 Mar 2021,1977.95,1957.35,2008.14,1954.67,11773630,0.13%
04 Mar 2021,1975.37,1979.13,1988.17,1958.89,9892597,-1.19%
03 Mar 2021,1999.2,1925.62,2015.36,1913.04,14733134,4.56%
02 Mar 2021,1911.95,1926.48,1933.74,1896.61,7915073,0.20%
01 Mar 2021,1908.05,1915.77,1917.4,1872.46,8159670,0.76%
26 Feb 2021,1893.61,1921.94,1937.28,1879.91,17297575,-2.73%
25 Feb 2021,1946.77,1884.72,1953.71,1881.99,16085897,4.04%
24 Feb 2021,1871.1,1842.96,1874.96,1839.46,4987735,1.86%
23 Feb 2021,1837.01,1859.3,1863.75,1828.07,11834752,0.76%
22 Feb 2021,1823.07,1888.35,1897.34,1811.14,10985697,-3.47%
19 Feb 2021,1888.62,1867.47,1911,1864.11,10800704,0.61%
18 Feb 2021,1877.18,1892.89,1914.13,1869.37,8605531,-0.75%
17 Feb 2021,1891.3,1870.19,1902.83,1861.66,10957388,1.15%
16 Feb 2021,1869.74,1851.81,1887.8,1847.5,9886093,1.32%
15 Feb 2021,1845.32,1859.34,1871.37,1838.42,7287590,-0.44%
12 Feb 2021,1853.49,1866.11,1886.53,1829.7,14074374,-0.69%
11 Feb 2021,1866.29,1797.56,1874,1790.53,19631870,4.12%
10 Feb 2021,1792.39,1773.73,1801.88,1749.72,9799560,0.93%
09 Feb 2021,1775.91,1781.18,1806.28,1772.42,9047308,0.24%
08 Feb 2021,1771.64,1754.94,1787.58,1751.31,9776136,1.44%
05 Feb 2021,1746.5,1752.22,1765.47,1743.09,9344470,-0.03%
04 Feb 2021,1747,1746.72,1761.25,1729.47,11826848,-0.33%
03 Feb 2021,1752.76,1750.63,1772.14,1724.93,13984228,0.25%
02 Feb 2021,1748.36,1737.87,1761.25,1684.03,19138414,1.61%
01 Feb 2021,1720.67,1688.07,1729.47,1677.73,15774504,2.90%
29 Jan 2021,1672.23,1719.76,1736.83,1661.38,20173258,-1.84%
28 Jan 2021,1703.64,1706.91,1746.09,1697.7,15722291,-0.97%
27 Jan 2021,1720.39,1747.63,1747.63,1714.04,19553809,-2.37%
25 Jan 2021,1762.16,1847.45,1847.45,1753.99,25016570,-5.30%
22 Jan 2021,1860.75,1916.49,1920.44,1847.63,14090818,-2.37%
21 Jan 2021,1905.96,1890.16,1924.66,1883.81,18038987,2.18%
20 Jan 2021,1865.38,1835.15,1868.38,1816.99,14271669,1.90%
19 Jan 2021,1830.61,1810.86,1843.86,1810.86,14771048,1.64%
18 Jan 2021,1801.15,1769.51,1813,1746.13,16198856,2.40%
15 Jan 2021,1758.93,1779.95,1791.93,1743.14,9503790,-1.18%
14 Jan 2021,1779.95,1765.79,1785.67,1760.39,9946818,1.12%
13 Jan 2021,1760.16,1782.63,1792.98,1741.68,12284876,-0.93%
12 Jan 2021,1776.73,1727.66,1779.41,1724.84,18996047,3.15%
11 Jan 2021,1722.44,1760.16,1760.16,1718.13,15371556,-1.88%
08 Jan 2021,1755.53,1741.28,1759.8,1735.92,12709792,1.18%
07 Jan 2021,1735.06,1743.55,1765.79,1729.61,14918406,-0.16%
06 Jan 2021,1737.87,1784.76,1784.85,1729.61,21414270,-2.64%
05 Jan 2021,1784.94,1787.58,1800.83,1775.77,11132803,-1.24%
04 Jan 2021,1807.41,1811.27,1814.72,1786.67,11312992,0.17%
01 Jan 2021,1804.37,1804.83,1813,1799.38,4622002,0.11%
31 Dec 2020,1802.37,1809.82,1826.52,1796.29,8667516,-0.51%
30 Dec 2020,1811.63,1811.41,1822.26,1793.52,10173132,0.27%
29 Dec 2020,1806.69,1823.89,1826.89,1799.88,8589407,-0.66%
28 Dec 2020,1818.72,1821.8,1832.06,1811.45,7947719,0.46%
24 Dec 2020,1810.41,1767.6,1814.63,1766.6,9588577,2.59%
23 Dec 2020,1764.74,1752.17,1771.64,1743.68,8999898,0.37%
22 Dec 2020,1758.25,1769.42,1778.41,1714.45,12986606,-0.16%
21 Dec 2020,1760.98,1824.8,1835.69,1684.31,20368545,-2.60%
18 Dec 2020,1808.05,1797.65,1820.17,1783.94,8522215,0.30%
17 Dec 2020,1802.65,1801.65,1820.26,1794.98,9346460,0.46%
16 Dec 2020,1794.43,1804.83,1811.14,1784.58,8565904,0.11%
15 Dec 2020,1792.43,1806.37,1806.37,1780.4,8561406,-0.85%
14 Dec 2020,1807.82,1822.94,1829.34,1803.33,7989830,-0.72%
11 Dec 2020,1820.99,1827.52,1850.22,1792.34,12434745,-0.06%
10 Dec 2020,1822.08,1835.33,1841.59,1816.63,7414229,-0.98%
09 Dec 2020,1840.19,1824.75,1846.41,1815.04,13464375,1.67%
08 Dec 2020,1810.05,1780.45,1828.66,1770.33,20030506,1.82%
07 Dec 2020,1777.77,1761.79,1783.94,1761.79,8418767,0.59%
04 Dec 2020,1767.38,1787.58,1787.58,1761.25,8521388,-0.88%
03 Dec 2020,1783.08,1790.3,1798.56,1778.18,12822945,0.30%
02 Dec 2020,1777.73,1778.04,1781.22,1756.71,10240168,0.17%
01 Dec 2020,1774.78,1761.57,1785.08,1752.22,9114939,1.30%
27 Nov 2020,1751.99,1761.7,1775.86,1744.36,21845931,-1.17%
26 Nov 2020,1772.69,1773.1,1783.94,1752.22,11924527,0.25%
25 Nov 2020,1768.33,1797.56,1809.32,1763.25,15062376,-0.83%
24 Nov 2020,1783.08,1783.04,1792.12,1753.99,14277083,0.68%
23 Nov 2020,1770.96,1771.23,1788.48,1748.77,20918665,2.70%
20 Nov 2020,1724.48,1793.02,1801.01,1720.39,26522972,-3.73%
19 Nov 2020,1791.34,1804.1,1825.21,1786.85,12828008,-0.71%
18 Nov 2020,1804.1,1809.59,1821.62,1779.5,14030652,-0.30%
17 Nov 2020,1809.59,1892.89,1892.89,1802.1,21479385,-0.45%
14 Nov 2020,1817.81,1829.25,1829.61,1811.5,2411900,0.30%
13 Nov 2020,1812.45,1799.38,1848.99,1799.15,20946864,0.83%
12 Nov 2020,1797.56,1798.47,1823.39,1783.94,18481466,-0.86%
11 Nov 2020,1813.18,1896.52,1901.97,1795.84,26178477,-4.19%
10 Nov 2020,1892.48,1885.63,1897.43,1853.12,17045147,1.65%
09 Nov 2020,1861.75,1872.1,1878.36,1848.4,16539467,1.06%
06 Nov 2020,1842.18,1806.64,1852.03,1795.88,30770080,3.79%
05 Nov 2020,1774.87,1774.82,1780.27,1753.99,17170274,2.18%
04 Nov 2020,1736.92,1667.74,1751.26,1667.74,37003111,3.39%
03 Nov 2020,1679.9,1715.86,1733.1,1666.01,40931170,-1.44%
02 Nov 2020,1704.46,1840.23,1840.23,1687.85,45857806,-8.62%
30 Oct 2020,1865.2,1846.13,1874.82,1835.51,15701123,1.36%
29 Oct 2020,1840.14,1813,1853.85,1807.55,14147681,0.77%
28 Oct 2020,1826.12,1853.67,1868.1,1822.44,13810054,-1.13%
27 Oct 2020,1847.04,1847.4,1870.06,1820.26,16835011,0.27%
26 Oct 2020,1842.14,1908.28,1908.28,1832.52,17225340,-3.97%
23 Oct 2020,1918.35,1911.95,1938.28,1903.24,10809383,0.29%
22 Oct 2020,1912.82,1931.38,1936.01,1898.34,14215255,-0.83%
21 Oct 2020,1928.84,1968.24,1990.03,1904.46,15729989,-1.45%
20 Oct 2020,1957.26,1978.23,1990.94,1953.94,8529621,-0.93%
19 Oct 2020,1975.68,1988.26,2023.35,1956.57,14399062,0.02%
16 Oct 2020,1975.32,2010.91,2026.8,1972.46,9961080,-1.39%
15 Oct 2020,2003.19,2079,2079,1992.75,9246893,-3.54%
14 Oct 2020,2076.73,2068.92,2091.71,2059.48,12341487,0.30%
13 Oct 2020,2070.56,2025.07,2075.14,2020.76,10666280,1.95%
12 Oct 2020,2030.93,2029.07,2047.91,2021.12,6565525,0.16%
09 Oct 2020,2027.66,2029.07,2045.41,2012.82,8558747,-0.26%
08 Oct 2020,2032.93,2050.86,2059.03,2017.36,9727508,-0.81%
07 Oct 2020,2049.49,2029.07,2096.25,2015.45,24538620,2.13%
06 Oct 2020,2006.69,2020.22,2028.07,1998.79,8497352,-0.08%
05 Oct 2020,2008.37,2037.24,2041.91,2002.74,8732890,-0.59%
01 Oct 2020,2020.22,2055.21,2055.21,2010,9591467,-0.41%
30 Sep 2020,2028.48,2051.76,2058.12,2019.99,11291280,-0.48%
29 Sep 2020,2038.19,2019.99,2055.4,2012.04,11927459,1.30%
28 Sep 2020,2012.04,2021.8,2031.79,2003.69,9076787,0.66%
25 Sep 2020,1998.84,1987.31,2008.91,1967.6,13095950,0.94%
24 Sep 2020,1980.22,2004.46,2020.9,1975.55,13765321,-2.22%
23 Sep 2020,2025.25,2051.76,2066.97,2002.1,19839809,0.89%
22 Sep 2020,2007.41,2067.2,2067.2,1998.7,16056621,-1.98%
21 Sep 2020,2048,2088.08,2120.76,2040.28,15519433,-2.16%
18 Sep 2020,2093.25,2101.02,2105.74,2066.79,15264101,0.30%
17 Sep 2020,2086.94,2106.24,2118.67,2080.68,11919991,-1.11%
16 Sep 2020,2110.37,2106.24,2151.04,2097.66,15669133,0.25%
15 Sep 2020,2105.19,2098.93,2111.46,2077.32,12543161,0.71%
14 Sep 2020,2090.39,2110.77,2142.55,2071.74,20335480,-0.74%
11 Sep 2020,2106.01,2098.97,2122.44,2076.37,27445883,0.25%
10 Sep 2020,2100.79,1981.95,2128.89,1974.91,64751766,7.06%
09 Sep 2020,1962.2,1892.89,1968.06,1889.67,25526055,2.57%
08 Sep 2020,1912.95,1899.24,1925.57,1888.8,12643762,1.17%
07 Sep 2020,1890.75,1891.98,1911.73,1855.89,10119099,0.26%
04 Sep 2020,1885.85,1891.57,1903.74,1881.27,13141705,-1.65%
03 Sep 2020,1917.49,1931.93,1941.69,1909.23,8577741,-0.76%
02 Sep 2020,1932.11,1899.24,1941,1892.89,12437209,1.96%
01 Sep 2020,1894.93,1906.51,1926.84,1872.37,17821488,0.31%
31 Aug 2020,1888.98,1973.69,1973.69,1870.51,28649141,-1.68%
28 Aug 2020,1921.17,1924.66,1936.37,1912.18,12537684,0.26%
27 Aug 2020,1916.13,1950.08,1951.9,1909.46,12962139,-1.25%
26 Aug 2020,1940.37,1892.89,1950.04,1858.39,27631028,2.65%
25 Aug 2020,1890.26,1911.95,1916.76,1886.53,8947709,-0.65%
24 Aug 2020,1902.65,1898.7,1910.59,1879.72,15099030,0.67%
21 Aug 2020,1890.03,1922.85,1926.48,1885.63,11667281,-0.72%
20 Aug 2020,1903.83,1924.66,1928.2,1895.61,10402292,-1.62%
19 Aug 2020,1935.15,1943.73,1955.53,1925.89,15731409,0.61%
18 Aug 2020,1923.35,1892.89,1937.65,1890.48,14097932,1.30%
17 Aug 2020,1898.65,1911.05,1911.05,1879.36,14297224,-1.06%
14 Aug 2020,1919.03,1926.98,1958.25,1896.75,15333759,-0.39%
13 Aug 2020,1926.52,1931.93,1941.82,1915.58,11459251,-0.26%
12 Aug 2020,1931.56,1925.57,1947.36,1912.68,13967529,-0.29%
11 Aug 2020,1937.19,1938.1,1960.98,1906.82,21611359,0.66%
10 Aug 2020,1924.53,1960.16,1965.52,1913.86,12441939,-1.24%
07 Aug 2020,1948.68,1933.56,1958.98,1924.84,15222384,0.58%
06 Aug 2020,1937.46,1958.25,1967.97,1913.59,22762726,0.36%
05 Aug 2020,1930.52,1969.15,1993.66,1923.12,34405886,-1.12%
04 Aug 2020,1952.44,1834.42,1967.33,1815.95,42477225,7.05%
03 Aug 2020,1823.89,1862.29,1867.47,1818.53,21560137,-2.81%
31 Jul 2020,1876.64,1919.67,1932.83,1863.66,34593375,-1.98%
30 Jul 2020,1914.54,1905.6,1942.55,1881.09,33624516,0.58%
29 Jul 2020,1903.46,1977.23,1981.68,1879.68,33536361,-3.72%
28 Jul 2020,1977.05,1957.53,1991.84,1952.49,25435618,1.00%
27 Jul 2020,1957.53,1978.05,1996.2,1931.84,37060949,0.47%
24 Jul 2020,1948.4,1868.38,1963.7,1868.19,55656793,4.29%
23 Jul 2020,1868.19,1819.31,1888.08,1807.87,26921058,2.68%
22 Jul 2020,1819.35,1800.29,1824.8,1780.04,27584769,1.65%
21 Jul 2020,1789.89,1760.34,1794.84,1758.07,19463498,2.69%
20 Jul 2020,1743,1741.09,1753.99,1724.62,16887752,0.43%
17 Jul 2020,1735.56,1675,1743.09,1668.65,22949535,3.71%
16 Jul 2020,1673.55,1676.82,1696.79,1645.45,28133993,-0.03%
15 Jul 2020,1674.09,1759.39,1796.47,1632.33,64458598,-3.81%
14 Jul 2020,1740.37,1755.8,1762.79,1713.4,31073591,-0.93%
13 Jul 2020,1756.71,1727.98,1768.24,1724.93,32124397,3.03%
10 Jul 2020,1705.01,1660.02,1710.95,1656.16,20195490,2.95%
09 Jul 2020,1656.16,1642.32,1665.92,1621.66,16807403,1.46%
08 Jul 2020,1632.33,1655.98,1665.88,1625.07,12093523,-1.40%
07 Jul 2020,1655.44,1688.62,1692.57,1639.87,16240102,-1.53%
06 Jul 2020,1681.18,1638.69,1686.8,1626.98,21698149,3.57%
03 Jul 2020,1623.16,1615.81,1627.79,1605.1,13584004,1.56%
02 Jul 2020,1598.15,1582.4,1604.73,1575.18,13286760,1.31%
01 Jul 2020,1577.5,1561.52,1587.85,1550.67,13136706,1.97%
30 Jun 2020,1547.08,1576.95,1580.58,1539.32,13973038,-1.11%
29 Jun 2020,1564.38,1568.83,1579.45,1557.48,11825126,-1.06%
26 Jun 2020,1581.17,1569.51,1590.57,1558.8,14270695,1.38%
25 Jun 2020,1559.61,1567.87,1587.85,1555.21,18312705,-0.58%
24 Jun 2020,1568.65,1575.95,1609.36,1553.98,23808524,0.40%
23 Jun 2020,1562.34,1588.76,1601.24,1557.98,17521196,-1.45%
22 Jun 2020,1585.26,1610,1637.96,1575.14,27781772,-0.75%
19 Jun 2020,1597.29,1516.13,1623.98,1508.86,48828852,6.25%
18 Jun 2020,1503.33,1458.93,1511.59,1457.66,18677694,2.51%
17 Jun 2020,1466.51,1460.07,1484.76,1454.48,19282519,-0.15%
16 Jun 2020,1468.65,1491.61,1496.65,1439.23,23623299,0.20%
15 Jun 2020,1465.79,1420.8,1477.04,1417.26,24509162,1.62%
12 Jun 2020,1442.41,1361.79,1446.22,1359.07,17790565,3.32%
11 Jun 2020,1396.02,1421.71,1423.48,1389.93,9408283,-2.19%
10 Jun 2020,1427.29,1400.92,1434.01,1398.15,10214426,2.28%
09 Jun 2020,1395.52,1416.53,1437.14,1391.75,11934073,-2.06%
08 Jun 2020,1424.89,1469.28,1469.28,1420.8,14498055,-0.77%
05 Jun 2020,1435.96,1448.04,1468.92,1428.7,15270435,0.12%
04 Jun 2020,1434.24,1401.74,1443.04,1399.01,15784612,2.47%
03 Jun 2020,1399.6,1402.64,1416.26,1392.07,11713666,0.39%
02 Jun 2020,1394.2,1385.39,1398.1,1380.67,10224102,1.01%
01 Jun 2020,1380.26,1343.63,1396.61,1339.96,18434065,3.82%
29 May 2020,1329.47,1332.74,1336.37,1318.8,18471770,-0.53%
28 May 2020,1336.6,1320.94,1343.41,1315.49,18519252,1.85%
27 May 2020,1312.36,1299.15,1320.03,1281.9,16460764,1.51%
26 May 2020,1292.84,1314.72,1316.12,1285.8,15330793,-0.52%
22 May 2020,1299.65,1318.03,1323.66,1295.06,17458503,-0.67%
21 May 2020,1308.45,1302.78,1326.79,1293.7,18077196,0.53%
20 May 2020,1301.6,1280.08,1313.54,1264.65,25530692,1.76%
19 May 2020,1279.08,1322.75,1327.02,1273.95,19529216,-2.21%
18 May 2020,1308,1334.55,1345.45,1296.42,28981620,-1.28%
15 May 2020,1324.93,1310.95,1331.56,1284.71,28683432,1.63%
14 May 2020,1303.64,1333.65,1358.79,1298.29,22736714,-4.04%
13 May 2020,1358.57,1386.3,1386.3,1320.03,30658051,2.12%
12 May 2020,1330.34,1407.28,1410.47,1317.53,46029119,-6.19%
11 May 2020,1418.07,1420.95,1452.43,1414.02,30670404,0.96%
08 May 2020,1404.58,1389.47,1420.86,1382.37,38522385,3.64%
07 May 2020,1355.25,1308.53,1361.28,1299.54,22871529,3.16%
06 May 2020,1313.7,1316.63,1335.47,1299.99,18510304,0.01%
05 May 2020,1313.61,1307.36,1330.12,1301.52,20528706,1.77%
04 May 2020,1290.73,1295.04,1317.53,1274.76,24439240,-2.10%
30 Apr 2020,1318.43,1307.59,1344.46,1293.29,32617901,2.74%
29 Apr 2020,1283.31,1299.45,1307.32,1277.06,17141540,-0.08%
28 Apr 2020,1284.39,1304.04,1308.94,1252.01,35866381,-0.11%
27 Apr 2020,1285.82,1289.65,1326.52,1279.75,26736512,0.90%
24 Apr 2020,1274.36,1214.24,1344.46,1211.58,61711388,3.36%
23 Apr 2020,1232.9,1229.71,1246.34,1217.07,29928331,0.54%
22 Apr 2020,1226.33,1187.12,1245.49,1169.14,65230894,10.20%
21 Apr 2020,1112.79,1088.2,1125.97,1046.83,28057706,-0.52%
20 Apr 2020,1118.59,1102.58,1130.46,1081,16472339,1.62%
17 Apr 2020,1100.79,1093.59,1106.18,1072.59,15209707,4.79%
16 Apr 2020,1050.47,1034.1,1067.92,1029.74,17123533,1.58%
